substance_a_id,substance_b_id,pair_key,origin,interaction_code,interaction_label,risk_scale,summary,confidence,mechanism,mechanism_category,timing,evidence_gaps,evidence_tier,field_notes,sources,source_refs,source_fingerprint
yopo,ndri_bupropion,ndri_bupropion|yopo,unknown,UNK,Unknown/Insufficient Data,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,low,,unknown,,,,,source-gap,source_gap,e4fd07eea0d0220c7a90d6b6991b1a4eec24a8003b5d526b5e4f0d2b9ecbba26
yopo,amphetamine_stims,amphetamine_stims|yopo,unknown,UNK,Unknown/Insufficient Data,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,low,,unknown,,,,,source-gap,source_gap,e4fd07eea0d0220c7a90d6b6991b1a4eec24a8003b5d526b5e4f0d2b9ecbba26
yopo,methylphenidate,methylphenidate|yopo,unknown,UNK,Unknown/Insufficient Data,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,low,,unknown,,,,,source-gap,source_gap,e4fd07eea0d0220c7a90d6b6991b1a4eec24a8003b5d526b5e4f0d2b9ecbba26
yopo,cocaine,cocaine|yopo,unknown,UNK,Unknown/Insufficient Data,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,low,,unknown,,,,,source-gap,source_gap,e4fd07eea0d0220c7a90d6b6991b1a4eec24a8003b5d526b5e4f0d2b9ecbba26
yopo,mdma_2cx_dox_nbome,mdma_2cx_dox_nbome|yopo,unknown,UNK,Unknown/Insufficient Data,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,low,,unknown,,,,,source-gap,source_gap,e4fd07eea0d0220c7a90d6b6991b1a4eec24a8003b5d526b5e4f0d2b9ecbba26
yopo,serotonergic_opioids,serotonergic_opioids|yopo,unknown,UNK,Unknown/Insufficient Data,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,low,,unknown,,,,,source-gap,source_gap,e4fd07eea0d0220c7a90d6b6991b1a4eec24a8003b5d526b5e4f0d2b9ecbba26
yopo,antipsychotics,antipsychotics|yopo,unknown,UNK,Unknown/Insufficient Data,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,low,,unknown,,,,,source-gap,source_gap,e4fd07eea0d0220c7a90d6b6991b1a4eec24a8003b5d526b5e4f0d2b9ecbba26
yopo,antihypertensives,antihypertensives|yopo,unknown,UNK,Unknown/Insufficient Data,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,low,,unknown,,,,,source-gap,source_gap,e4fd07eea0d0220c7a90d6b6991b1a4eec24a8003b5d526b5e4f0d2b9ecbba26
yopo,benzodiazepines,benzodiazepines|yopo,unknown,UNK,Unknown/Insufficient Data,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,low,,unknown,,,,,source-gap,source_gap,e4fd07eea0d0220c7a90d6b6991b1a4eec24a8003b5d526b5e4f0d2b9ecbba26
yopo,lithium,lithium|yopo,fallback,DAN,Dangerous / Contraindicated,5,Lithium should be treated as contraindicated with classic psychedelics because published observational data show a disproportionate seizure signal.,medium,"The exact mechanism is unresolved, but lithium appears to interact with classic psychedelic states in a way that meaningfully raises seizure and severe adverse-reaction concern.",unknown,,"The evidence base is observational rather than controlled, but the signal is strong enough to warrant a contraindication.",observational report analysis + harm-reduction consensus,,entheogen-interactions-research-update,entheogen_interactions_research_update,8da8c85ff41da84cd1e40db9387a2d8021787792624a78383595bcd7bd0ea642
yopo,lamotrigine,lamotrigine|yopo,fallback,LOW_MOD,"Low Risk, Effect Modulation",2,"Lamotrigine currently looks substantially lower-risk than lithium with classic psychedelics, with mostly observational evidence of minimal effect modulation.",low,"Lamotrigine is anticonvulsant and not strongly serotonergic, so expectations center on mild effect modulation rather than toxic synergy.",unknown,,,observational report analysis,,entheogen-interactions-research-update,entheogen_interactions_research_update,8da8c85ff41da84cd1e40db9387a2d8021787792624a78383595bcd7bd0ea642
yopo,ketamine,ketamine|yopo,unknown,UNK,Unknown/Insufficient Data,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,low,,unknown,,,,,source-gap,source_gap,e4fd07eea0d0220c7a90d6b6991b1a4eec24a8003b5d526b5e4f0d2b9ecbba26
yopo,clonidine_guanfacine,clonidine_guanfacine|yopo,unknown,UNK,Unknown/Insufficient Data,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,low,,unknown,,,,,source-gap,source_gap,e4fd07eea0d0220c7a90d6b6991b1a4eec24a8003b5d526b5e4f0d2b9ecbba26
yopo,beta_blockers_ccb,beta_blockers_ccb|yopo,unknown,UNK,Unknown/Insufficient Data,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,low,,unknown,,,,,source-gap,source_gap,e4fd07eea0d0220c7a90d6b6991b1a4eec24a8003b5d526b5e4f0d2b9ecbba26
lsd,lsd,lsd|lsd,self,SELF,Same Entity / N-A,-1,Same entity selected; this is not an interaction pair.,n/a,,unknown,,,,,n/a,not_available,b5b0768226f40e6af798930d183da3215b33a06828f62399ea2303cb27fee6c5
lsd,salvia,lsd|salvia,fallback,CAU,Caution / Moderate Risk,3,"Salvia is non-serotonergic, but same-session use with classic psychedelics can become unsafe because disorientation, dysphoria, and accident risk stack badly.",low,"Salvinorin A is a kappa-opioid agonist rather than a classic serotonergic psychedelic. The overlap is at autonomic activation and severe state disruption, not receptor-level serotonin toxicity.",serotonergic,,"Formal combination studies are absent, so this remains a precautionary field rule.",mechanistic inference + salvia risk literature,,entheogen-interactions-research-update,entheogen_interactions_research_update,8da8c85ff41da84cd1e40db9387a2d8021787792624a78383595bcd7bd0ea642
lsd,belladonna,belladonna|lsd,fallback,DAN,Dangerous / Contraindicated,5,Tropane-rich deliriants such as belladonna and Brugmansia should be treated as contraindicated with psychedelics because anticholinergic toxidrome and psychedelic disorganization are a dangerous mix.,medium,"Belladonna and Brugmansia contain atropine-, scopolamine-, and hyoscyamine-like alkaloids that can produce tachycardia, hyperthermia, delirium, urinary retention, arrhythmia, and profound confusion. Combining that with serotonergic psychedelic effects is a worst-case operational scenario.",unknown,,"Controlled co-use studies are effectively impossible, so toxicology cases and ethnographic caution will remain the evidence base.",toxicology case literature + ethnographic caution,,entheogen-interactions-research-update,entheogen_interactions_research_update,8da8c85ff41da84cd1e40db9387a2d8021787792624a78383595bcd7bd0ea642
lsd,brugmansia,brugmansia|lsd,fallback,DAN,Dangerous / Contraindicated,5,Tropane-rich deliriants such as belladonna and Brugmansia should be treated as contraindicated with psychedelics because anticholinergic toxidrome and psychedelic disorganization are a dangerous mix.,medium,"Belladonna and Brugmansia contain atropine-, scopolamine-, and hyoscyamine-like alkaloids that can produce tachycardia, hyperthermia, delirium, urinary retention, arrhythmia, and profound confusion. Combining that with serotonergic psychedelic effects is a worst-case operational scenario.",unknown,,"Controlled co-use studies are effectively impossible, so toxicology cases and ethnographic caution will remain the evidence base.",toxicology case literature + ethnographic caution,,entheogen-interactions-research-update,entheogen_interactions_research_update,8da8c85ff41da84cd1e40db9387a2d8021787792624a78383595bcd7bd0ea642
lsd,kambo,kambo|lsd,unknown,UNK,Unknown/Insufficient Data,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,low,,unknown,,,,,source-gap,source_gap,e4fd07eea0d0220c7a90d6b6991b1a4eec24a8003b5d526b5e4f0d2b9ecbba26
lsd,tobacco_rape,lsd|tobacco_rape,unknown,UNK,Unknown/Insufficient Data,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,low,,unknown,,,,,source-gap,source_gap,e4fd07eea0d0220c7a90d6b6991b1a4eec24a8003b5d526b5e4f0d2b9ecbba26
lsd,cannabis,cannabis|lsd,unknown,UNK,Unknown/Insufficient Data,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,low,,unknown,,,,,source-gap,source_gap,e4fd07eea0d0220c7a90d6b6991b1a4eec24a8003b5d526b5e4f0d2b9ecbba26
lsd,alcohol,alcohol|lsd,unknown,UNK,Unknown/Insufficient Data,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,low,,unknown,,,,,source-gap,source_gap,e4fd07eea0d0220c7a90d6b6991b1a4eec24a8003b5d526b5e4f0d2b9ecbba26
lsd,ssri,lsd|ssri,unknown,UNK,Unknown/Insufficient Data,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,low,,unknown,,,,,source-gap,source_gap,e4fd07eea0d0220c7a90d6b6991b1a4eec24a8003b5d526b5e4f0d2b9ecbba26
lsd,snri,lsd|snri,unknown,UNK,Unknown/Insufficient Data,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,low,,unknown,,,,,source-gap,source_gap,e4fd07eea0d0220c7a90d6b6991b1a4eec24a8003b5d526b5e4f0d2b9ecbba26
lsd,tricyclic_ad,lsd|tricyclic_ad,unknown,UNK,Unknown/Insufficient Data,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,low,,unknown,,,,,source-gap,source_gap,e4fd07eea0d0220c7a90d6b6991b1a4eec24a8003b5d526b5e4f0d2b9ecbba26
lsd,maoi_pharma,lsd|maoi_pharma,unknown,UNK,Unknown/Insufficient Data,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,low,,unknown,,,,,source-gap,source_gap,e4fd07eea0d0220c7a90d6b6991b1a4eec24a8003b5d526b5e4f0d2b9ecbba26
lsd,atypical_ad,atypical_ad|lsd,unknown,UNK,Unknown/Insufficient Data,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,low,,unknown,,,,,source-gap,source_gap,e4fd07eea0d0220c7a90d6b6991b1a4eec24a8003b5d526b5e4f0d2b9ecbba26
lsd,ndri_bupropion,lsd|ndri_bupropion,unknown,UNK,Unknown/Insufficient Data,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,low,,unknown,,,,,source-gap,source_gap,e4fd07eea0d0220c7a90d6b6991b1a4eec24a8003b5d526b5e4f0d2b9ecbba26
lsd,amphetamine_stims,amphetamine_stims|lsd,unknown,UNK,Unknown/Insufficient Data,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,low,,unknown,,,,,source-gap,source_gap,e4fd07eea0d0220c7a90d6b6991b1a4eec24a8003b5d526b5e4f0d2b9ecbba26
lsd,methylphenidate,lsd|methylphenidate,unknown,UNK,Unknown/Insufficient Data,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,low,,unknown,,,,,source-gap,source_gap,e4fd07eea0d0220c7a90d6b6991b1a4eec24a8003b5d526b5e4f0d2b9ecbba26
lsd,cocaine,cocaine|lsd,unknown,UNK,Unknown/Insufficient Data,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,low,,unknown,,,,,source-gap,source_gap,e4fd07eea0d0220c7a90d6b6991b1a4eec24a8003b5d526b5e4f0d2b9ecbba26
lsd,mdma_2cx_dox_nbome,lsd|mdma_2cx_dox_nbome,unknown,UNK,Unknown/Insufficient Data,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,low,,unknown,,,,,source-gap,source_gap,e4fd07eea0d0220c7a90d6b6991b1a4eec24a8003b5d526b5e4f0d2b9ecbba26
lsd,serotonergic_opioids,lsd|serotonergic_opioids,unknown,UNK,Unknown/Insufficient Data,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,low,,unknown,,,,,source-gap,source_gap,e4fd07eea0d0220c7a90d6b6991b1a4eec24a8003b5d526b5e4f0d2b9ecbba26
lsd,antipsychotics,antipsychotics|lsd,unknown,UNK,Unknown/Insufficient Data,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,low,,unknown,,,,,source-gap,source_gap,e4fd07eea0d0220c7a90d6b6991b1a4eec24a8003b5d526b5e4f0d2b9ecbba26
lsd,antihypertensives,antihypertensives|lsd,unknown,UNK,Unknown/Insufficient Data,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,low,,unknown,,,,,source-gap,source_gap,e4fd07eea0d0220c7a90d6b6991b1a4eec24a8003b5d526b5e4f0d2b9ecbba26
lsd,benzodiazepines,benzodiazepines|lsd,unknown,UNK,Unknown/Insufficient Data,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,low,,unknown,,,,,source-gap,source_gap,e4fd07eea0d0220c7a90d6b6991b1a4eec24a8003b5d526b5e4f0d2b9ecbba26
lsd,lithium,lithium|lsd,fallback,DAN,Dangerous / Contraindicated,5,Lithium should be treated as contraindicated with classic psychedelics because published observational data show a disproportionate seizure signal.,medium,"The exact mechanism is unresolved, but lithium appears to interact with classic psychedelic states in a way that meaningfully raises seizure and severe adverse-reaction concern.",unknown,,"The evidence base is observational rather than controlled, but the signal is strong enough to warrant a contraindication.",observational report analysis + harm-reduction consensus,,entheogen-interactions-research-update,entheogen_interactions_research_update,8da8c85ff41da84cd1e40db9387a2d8021787792624a78383595bcd7bd0ea642
lsd,lamotrigine,lamotrigine|lsd,fallback,LOW_MOD,"Low Risk, Effect Modulation",2,"Lamotrigine currently looks substantially lower-risk than lithium with classic psychedelics, with mostly observational evidence of minimal effect modulation.",low,"Lamotrigine is anticonvulsant and not strongly serotonergic, so expectations center on mild effect modulation rather than toxic synergy.",unknown,,,observational report analysis,,entheogen-interactions-research-update,entheogen_interactions_research_update,8da8c85ff41da84cd1e40db9387a2d8021787792624a78383595bcd7bd0ea642
lsd,ketamine,ketamine|lsd,unknown,UNK,Unknown/Insufficient Data,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,low,,unknown,,,,,source-gap,source_gap,e4fd07eea0d0220c7a90d6b6991b1a4eec24a8003b5d526b5e4f0d2b9ecbba26
lsd,clonidine_guanfacine,clonidine_guanfacine|lsd,unknown,UNK,Unknown/Insufficient Data,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,low,,unknown,,,,,source-gap,source_gap,e4fd07eea0d0220c7a90d6b6991b1a4eec24a8003b5d526b5e4f0d2b9ecbba26
lsd,beta_blockers_ccb,beta_blockers_ccb|lsd,unknown,UNK,Unknown/Insufficient Data,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,low,,unknown,,,,,source-gap,source_gap,e4fd07eea0d0220c7a90d6b6991b1a4eec24a8003b5d526b5e4f0d2b9ecbba26
salvia,salvia,salvia|salvia,self,SELF,Same Entity / N-A,-1,Same entity selected; this is not an interaction pair.,n/a,,unknown,,,,,n/a,not_available,b5b0768226f40e6af798930d183da3215b33a06828f62399ea2303cb27fee6c5
salvia,belladonna,belladonna|salvia,unknown,UNK,Unknown/Insufficient Data,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,low,,unknown,,,,,source-gap,source_gap,e4fd07eea0d0220c7a90d6b6991b1a4eec24a8003b5d526b5e4f0d2b9ecbba26
salvia,brugmansia,brugmansia|salvia,unknown,UNK,Unknown/Insufficient Data,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,low,,unknown,,,,,source-gap,source_gap,e4fd07eea0d0220c7a90d6b6991b1a4eec24a8003b5d526b5e4f0d2b9ecbba26
salvia,kambo,kambo|salvia,unknown,UNK,Unknown/Insufficient Data,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,low,,unknown,,,,,source-gap,source_gap,e4fd07eea0d0220c7a90d6b6991b1a4eec24a8003b5d526b5e4f0d2b9ecbba26
salvia,tobacco_rape,salvia|tobacco_rape,unknown,UNK,Unknown/Insufficient Data,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,low,,unknown,,,,,source-gap,source_gap,e4fd07eea0d0220c7a90d6b6991b1a4eec24a8003b5d526b5e4f0d2b9ecbba26
salvia,cannabis,cannabis|salvia,unknown,UNK,Unknown/Insufficient Data,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,low,,unknown,,,,,source-gap,source_gap,e4fd07eea0d0220c7a90d6b6991b1a4eec24a8003b5d526b5e4f0d2b9ecbba26
